id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2384,Hyde Park Private Room - Pleasant Walk to UChicago,2613,Rebecca,,Hyde Park,41.78886,-87.58671,Private room,50,2,170,2019-09-16,2.97,1,330
4505,One Great Apartment. 377 Great Reviews. 1 Bad One.,5775,Craig & Kathleen,,South Lawndale,41.85495,-87.69696,Entire home/apt,117,2,383,2019-09-08,2.98,1,348
7126,Tiny Studio Apartment 94 Walk Score,17928,Sarah,,West Town,41.90289,-87.68182,Entire home/apt,80,2,360,2019-09-16,2.89,1,329
9811,Barbara's Hideaway - Old Town,33004,At Home Inn,,Lincoln Park,41.91769,-87.63788,Entire home/apt,150,4,43,2019-09-15,0.65,10,350
10945,The Biddle House (#1),33004,At Home Inn,,Lincoln Park,41.91183,-87.64,Entire home/apt,215,4,14,2019-08-27,0.21,10,302
12140,Lincoln Park Guest House,46734,Sharon And Robert,,Lincoln Park,41.92335,-87.64951,Private room,289,2,4,2018-10-17,0.08,1,159
22362,*** Luxury in Chicago! 2BR/ 2Ba / Parking / BBQ **,85811,Craig,,West Town,41.89617,-87.66041,Entire home/apt,99,89,9,2014-10-12,0.13,1,362
25269,"Old Town, Furnished 2 bedroom: SWG",87231,Jeff And JoAnne,,Lincoln Park,41.91423,-87.63846,Entire home/apt,145,1,179,2019-05-13,1.58,11,139
28749,3 bedroom Dramatic Bucktown LOFT,27506,Laurie,,Logan Square,41.92083,-87.6801,Entire home/apt,190,2,47,2018-01-01,0.44,1,326
37738,Andersonville - Perfect location!,162364,Mat And Randy,,Uptown,41.97385,-87.66539,Private room,77,3,244,2019-06-18,2.18,1,256
39742,Central guestroom! Walk everywhere!,170758,Eric,,Near North Side,41.89377,-87.63465,Private room,75,2,496,2019-09-06,4.55,1,0
46151, Furnished Junior 1 Bedroom :SW1R,87231,Jeff And JoAnne,,Lincoln Park,41.91331,-87.63964,Entire home/apt,75,1,233,2019-04-30,2.12,11,172
46154,Old Town Lincoln Park studio: 2F,87231,Jeff And JoAnne,,Lincoln Park,41.91287,-87.63979,Entire home/apt,65,1,250,2019-08-26,2.29,11,191
56802,Beautiful 2 BR Old Town Lincoln Pk,87231,Jeff And JoAnne,,Lincoln Park,41.91264,-87.63979,Entire home/apt,155,1,262,2019-09-01,2.47,11,134
71930,"Rest, Relax and Explore",334241,Michael And Veronica,,West Town,41.89687,-87.67989,Private room,59,3,60,2019-08-11,0.59,2,343
79101,5★Cubs/Riviera/AragonTRAIN2Bdrms/Ba,272671,Two For The Road,,Uptown,41.96792,-87.65757,Private room,180,2,148,2019-06-16,1.43,4,358
84042,The Explorer Room,334241,Michael And Veronica,,West Town,41.89693,-87.68033,Private room,55,3,64,2019-09-02,0.62,2,314
110705,Fab Value!/ Spa /Deck/ARAGON/RIVIERA/TRAIN/CUBS/,272671,Two For The Road,,Uptown,41.9693,-87.65621,Private room,99,2,139,2019-08-13,1.37,4,348
126280,"Near Lake, Wrigley and Weiss Hospital",626517,Gail,,Uptown,41.96804,-87.65123,Private room,48,3,149,2019-09-19,1.48,1,240
131096,Reliable Host + Comfy Double Bed,645234,Carol,,Avondale,41.93361,-87.71977,Private room,80,1,94,2019-07-28,2.02,1,8
133262,"Sweet Ivy Apartment #1 Relax, Recharge & Explore!",654712,Francesca,,West Town,41.89243,-87.68078,Entire home/apt,100,14,35,2019-06-12,0.42,2,59
144840,Great 3 Bedroom in Great Wrigley/Lakeview Location,701615,Daniel,,Lake View,41.94079,-87.65763,Entire home/apt,225,2,25,2019-08-13,0.58,1,359
145659,Trendy Roscoe Village 3BR/2BR walk to shops,683529,Joe,,North Center,41.94364,-87.68155,Entire home/apt,275,2,17,2019-08-11,0.35,20,360
145690,4BR/2BR Walk to North Ave Beach & Zoo~Close to El,683529,Joe,,Lincoln Park,41.91351,-87.63929,Entire home/apt,475,2,40,2019-07-07,0.76,20,348
165952,"Two Bedroom, One Bathroom Apartment",791089,Conrad,,Lake View,41.94274,-87.67321,Entire home/apt,198,3,58,2018-10-14,0.59,4,361
166667,Cozy Garden Studio ,791089,Conrad,,North Center,41.94274,-87.67378,Entire home/apt,125,3,86,2019-08-25,0.86,4,357
166706,"Three Bedroom, Two Bathroom Combo Apartment",791089,Conrad,,Lake View,41.94221,-87.67327,Entire home/apt,280,3,22,2019-06-03,0.22,4,356
172616,ALONZO:  SWEET Flat in the Ukrainian Village,3908,Layne,,West Town,41.89753,-87.67315,Entire home/apt,75,3,65,2019-08-25,0.65,3,280
175511,1BR/1BA Suite in Chicago (3709-G1),837429,Petru,,Irving Park,41.96012,-87.72158,Entire home/apt,67,2,29,2019-08-31,0.30,2,351
184764,Room w/private bath -kid friendly,886362,Julie,,Portage Park,41.94325,-87.75403,Private room,85,3,161,2019-08-19,1.63,1,298
189821,Best Airbnb in Chicago,899757,Meighan,,Logan Square,41.92973,-87.7012,Entire home/apt,150,2,457,2019-09-16,4.68,1,58
192652,Urban Oasis--Wicker Park Vintage,906713,Stephanie,,West Town,41.90136,-87.67973,Private room,75,2,334,2019-09-11,3.38,2,154
198135,Darling Damen Dwelling (with bike if you like),85708,Sarah,,North Center,41.95935,-87.67963,Private room,44,2,162,2019-09-17,1.71,1,30
207218,Historic Pullman Artist Flat,1019125,Jb,,Pullman,41.6883,-87.60892,Entire home/apt,90,1,257,2019-09-15,2.62,1,356
225314,Cozy & comfy with AC close to California Blue Line,1173654,Jillian,,Logan Square,41.92543,-87.69593,Private room,75,2,19,2019-05-21,0.22,1,325
228273,Gorgeous Private Room/Bath in a Lincoln Park Condo,1190842,Brandon,,Lincoln Park,41.93126,-87.65227,Private room,109,2,85,2019-09-15,0.87,1,239
230836,Huge Bedroom with pvt marble bath,1185573,Graz Anton,,Uptown,41.96331,-87.66088,Private room,125,365,5,2018-06-20,0.06,3,0
233933,BROWN ROOM - WALK TO TRAIN TO O'HARE/DOWNTOWN,1224828,Tippi,,Irving Park,41.95602,-87.72781,Private room,55,2,147,2019-09-16,1.52,2,158
234442,Beautifully Furnished Studio SW2R,87231,Jeff And JoAnne,,Lincoln Park,41.91337,-87.63918,Entire home/apt,85,1,240,2019-09-07,2.48,11,144
236792,Luxe Modern Condo in Lakeview,1241447,Dana,,Uptown,41.95939,-87.65441,Entire home/apt,125,3,63,2019-09-02,0.79,1,17
242751,Junior 1 bedroom in Old Town :SW1F,87231,Jeff And JoAnne,,Lincoln Park,41.91291,-87.63839,Entire home/apt,75,1,268,2019-09-01,2.80,11,62
248791,Quiet Bedroom/ARAGON/Train,272671,Two For The Road,,Uptown,41.96797,-87.65791,Private room,90,2,95,2019-06-16,0.99,4,357
250354,Close to Michigan Ave and parks,1311953,Ronald,,Near South Side,41.86051,-87.62399,Entire home/apt,170,180,39,2018-04-25,0.41,1,358
258253,Studio Apartment Unit 4,1358243,June,,West Ridge,42.00692,-87.68438,Entire home/apt,48,32,19,2019-08-16,0.20,1,325
261509,You'll love Chicago! Guaranteed!,858008,Kassie,,Near North Side,41.90314,-87.63494,Entire home/apt,149,32,62,2018-11-20,0.68,1,326
264547,Steps From the Best Chicago Offers,1387948,Dominic,,Near West Side,41.88467,-87.64487,Entire home/apt,195,10,65,2019-08-11,0.72,1,335
265238,Bohemian Chic in the heart of Lincoln Square,1382472,Ani,,North Center,41.96084,-87.68463,Entire home/apt,56,120,0,,,2,342
267646,Logan Square Classic Bungalow,1313038,Mark,,Logan Square,41.92716,-87.70471,Private room,97,2,136,2019-08-07,1.43,1,342
272728,Quiet room in Quiet neighborhood!,1426804,Afri,,Chatham,41.72763,-87.61307,Private room,40,2,214,2019-08-05,2.29,2,364
275496,Downtown 3BR/2BA Loft & Amazing River View,1142145,Jim,,Near West Side,41.88623,-87.6404,Entire home/apt,175,360,10,2014-11-08,0.16,1,364
289689,"30 Day+ Med student, interns & interim stays.",1376077,Killian,,Edgewater,41.97794,-87.65764,Private room,25,30,59,2019-08-11,0.63,1,273
289884,"Sunny Home w/ Private Bathroom, Parking, Laundry",1500490,Hailey,,Logan Square,41.92177,-87.68277,Private room,125,1,80,2019-09-16,0.91,1,360
290155,15 Minutes to Everything.  Skyline View. Quiet.,1505878,Bob,,Bridgeport,41.82702,-87.63967,Entire home/apt,125,3,49,2019-09-01,0.52,2,12
298321,nice room with king size bed,1537881,Marko,,Woodlawn,41.78216,-87.59027,Private room,47,2,45,2019-07-22,0.50,1,348
312192,A Great Value. Real Neighborhood. Save big $$.,1505878,Bob,,Bridgeport,41.82767,-87.63959,Entire home/apt,153,3,35,2019-09-06,0.60,2,5
313227,WHOLE PRIVATE FLOOR near Train,259284,Cheryl,,Albany Park,41.96331,-87.70916,Entire home/apt,85,3,47,2017-07-17,0.51,1,297
325842,Lincoln Park Sunny Modern Home,1666599,Caroline,,Lincoln Park,41.92026,-87.65892,Entire home/apt,379,6,27,2019-06-02,0.30,1,352
345075,"Spacious, Vintage Hyde Park Apt.",1746524,Patricia,,Kenwood,41.8077,-87.59436,Private room,85,2,225,2019-09-18,2.47,1,336
349265,Historic Chicago Home - Hyde Park,1517871,Jon,,Hyde Park,41.80086,-87.58948,Entire home/apt,290,7,8,2018-09-17,0.09,2,362
350347,"Luxury Chicago Loft, 1 blk to train w/ 2 pkg spots",845242,Jay & Elisa,,Lake View,41.93986,-87.65473,Entire home/apt,136,3,452,2019-09-16,4.92,1,0
363702,Private Bedroom/Spacious Home. Walk to train.,1837370,Armando,,Rogers Park,41.9991,-87.67146,Private room,30,1,41,2019-09-03,0.47,11,72
363703,"2 Bedroom, 3 Beds Economic Rental, walk to train.",1837370,Armando,,Rogers Park,42.00162,-87.67027,Entire home/apt,30,1,25,2019-08-06,0.28,11,162
372929,Lux Urban 3BR/3BA Duplex + Parking!,1876597,The Adventurers,,West Town,41.89862,-87.65597,Entire home/apt,295,1,204,2019-08-12,2.44,2,344
395257,Trains to downtown. McCormick. IIT.,1385332,Patt,,Douglas,41.82869,-87.62058,Private room,35,1,17,2019-09-19,0.23,18,172
397472,"1 min to the beach,30 min to Downtown,free parking",782802,Joe,,Rogers Park,42.01455,-87.66511,Entire home/apt,71,1,398,2019-09-11,6.91,2,0
400588,Private Bedroom/Large Home/walk to Redline Loyola.,1837370,Armando,,Rogers Park,42.00223,-87.67124,Private room,60,1,36,2019-08-07,0.42,11,72
404792,Eclectic 2BR w/ Vintage Charm,1844352,Christine,,West Town,41.88913,-87.66763,Entire home/apt,130,3,180,2019-09-02,2.05,1,47
412182,Spacious + Convenient Logan Square One-bed Apt,2052009,Sarah,,Logan Square,41.91891,-87.69902,Entire home/apt,90,3,133,2019-09-08,1.47,1,54
422214,Niki's Place-2 units-4 floors-Sleeps18-Wicker Park,1802802,Niki,,West Town,41.89843,-87.66659,Entire home/apt,500,3,126,2019-09-08,1.40,1,352
446474,Vintage Ukrainian Village Apt!,2217180,Yuri,,West Town,41.90095,-87.68181,Entire home/apt,175,3,4,2015-08-15,0.05,1,51
450648,Luxury Space - Come & Relax,2204693,Dl,,Near South Side,41.86614,-87.62275,Private room,119,3,38,2018-06-21,0.42,1,143
464581,"Large, Private Logan Square Studio",2308792,Jonathan,,Logan Square,41.92451,-87.69385,Entire home/apt,49,1,577,2019-09-07,6.69,1,137
477733,Sunny Duplex Pilsen Arts Dist/UIC/McCormick Place,2367351,Leila,,Lower West Side,41.85329,-87.66539,Entire home/apt,200,2,183,2019-09-08,2.06,5,177
479086,Hostel Earphoria,337459,Earphoria,,Avondale,41.93245,-87.71528,Shared room,20,1,170,2019-08-02,1.90,2,312
484898,Charming 1906 cottage Northside,2400107,Allison,,Uptown,41.97053,-87.67267,Entire home/apt,225,3,14,2018-06-11,0.16,1,0
488097,Chicago room minutes from Downtown,2414938,Sara,,West Town,41.91173,-87.6731,Private room,60,3,19,2019-06-09,0.49,1,79
496809,"Spacious Room with plush King Bed, Rogers Park",2453507,Estelle,,Rogers Park,42.00435,-87.67501,Private room,85,3,36,2018-08-28,0.53,3,293
507517,Private Lincoln Square Garden Apt,2501182,Nate,,Lincoln Square,41.96714,-87.69611,Entire home/apt,95,2,272,2019-09-02,3.10,1,337
533831,Perfect Lincoln Park home in a great location!,483146,Sasha,,Lincoln Park,41.91269,-87.6425,Entire home/apt,280,2,53,2019-08-11,0.60,1,140
537419,Groovy on the Lake  private bd/bth,919011,Jacqueline,,Lake View,41.94286,-87.63919,Private room,130,1,28,2015-10-20,0.32,2,364
541535,Sweet Ivy #2 Loft Apartment with Private Terrace!,654712,Francesca,,West Town,41.89315,-87.68033,Entire home/apt,199,7,22,2017-10-07,0.26,2,173
542067,Logan Square Modern Vintage Garden,2273840,Sarah,,Logan Square,41.93065,-87.70089,Entire home/apt,125,3,255,2019-09-09,2.89,1,344
548905,Home Away From Home,2698691,Leo,,Grand Boulevard,41.82293,-87.61559,Entire home/apt,85,2,224,2019-09-09,2.61,1,338
573540,Drop-dead fab on the Lake  2bd/2bth,919011,Jacqueline,,Lake View,41.94284,-87.63919,Entire home/apt,490,1,35,2015-09-21,0.40,2,364
584590,"Spacious Bedroom, steps to El train",2880338,Elizabeth,,Lincoln Square,41.96364,-87.68382,Private room,75,1,42,2018-08-21,0.48,3,61
585353,Great neighborhood! Price Drop *,2885441,Tracy,,West Town,41.88956,-87.66267,Private room,71,1,122,2019-09-01,1.39,6,356
585356,"Price Drop! Great Deal, Great area!",2885441,Tracy,,West Town,41.88998,-87.6624,Private room,74,1,137,2019-09-16,1.58,6,355
589939,"Recent Price Drop, awesome area!",2885441,Tracy,,West Town,41.89049,-87.6626,Shared room,94,1,62,2019-09-15,0.71,6,329
611839,"Stylish, comfortable room in nice Duplex",3034693,Daniela,,North Center,41.93537,-87.67946,Private room,42,1,149,2019-09-16,1.96,1,180
628149,Great for Students! Affordability+Location,2885441,Tracy,,West Town,41.89052,-87.66085,Private room,63,1,91,2019-09-18,1.06,6,254
629745,"Warm, bright 2br/2ba in West Town!",2445249,Gary And Cassie,,West Town,41.89375,-87.66545,Entire home/apt,129,2,201,2018-04-24,2.32,1,0
634310,The Stained Glass Apt. Edgewater #1,2915265,Felice,,Edgewater,41.99667,-87.66213,Private room,65,2,80,2019-03-31,0.93,2,342
640841,Designer Lakeview Haven. Walk to Wrigley Field!,3200044,James,,Lake View,41.94242,-87.67134,Entire home/apt,200,3,36,2019-09-02,2.30,2,187
642053,Large Double Queen Studio Apartment in Wicker Park,81779,Laura,,West Town,41.90567,-87.67311,Hotel room,119,2,9,2019-07-28,0.11,11,336
642065,3 Bedroom Apartment in Historic Wicker Park Home,81779,Laura,,West Town,41.90686,-87.67319,Hotel room,135,2,33,2019-09-14,0.48,11,0
650894,Premium Condo-Gold Coast-Water View,3269423,Gregory,,Near North Side,41.90959,-87.62541,Entire home/apt,249,7,11,2018-10-10,0.13,2,363
651742,Edgebrook Lg bdr by golf course,2824576,Jeff,,Forest Glen,41.99244,-87.75569,Private room,75,2,64,2019-09-16,0.79,2,352
662034,Edgebrook bdr by golf course,2824576,Jeff,,Forest Glen,41.99201,-87.75719,Private room,65,2,62,2019-08-31,0.84,2,345
668262,"Enormous 3 bedroom, 2 bath in Lincoln Park",3382417,Heather And Mehran,,Lincoln Park,41.93173,-87.65047,Entire home/apt,195,1,25,2019-08-26,0.50,2,0
675641,"Posh Flat, 20 Mins to Downtown.",3230291,David,,Lake View,41.94301,-87.65064,Private room,54,2,355,2019-09-19,4.18,4,21
681842,Bedrm/Bath - Swanky Northside Condo.,3472696,Roxane,,West Ridge,41.99348,-87.68121,Private room,50,3,25,2019-09-02,0.33,1,332
686185,Huge private br in Wicker/Ukranian,370619,Drew,,West Town,41.9045,-87.68246,Private room,53,3,108,2019-09-16,1.26,2,355
697634,"2 BD Condo by downtown,park,lake",3574415,Marv,,Near North Side,41.90302,-87.63499,Entire home/apt,99,31,150,2019-05-03,2.00,2,0
709870,Off the Beaten Path on Harding Ave,3179866,Gonzalo And Nora,,Humboldt Park,41.9,-87.72141,Entire home/apt,99,3,101,2019-03-17,1.19,1,358
713431,Large Private 3 Bedroom Apartment,718347,Laura & Jeremy,,West Town,41.90894,-87.69213,Entire home/apt,119,1,308,2019-09-07,3.64,3,351
724656,*Turquoise*Room*in*ArtsyApt*,3745670,Poppy,,West Town,41.90019,-87.69862,Private room,46,1,172,2019-09-02,3.44,2,299
724895,Close to Chicago music Fest! (Students discount),2885441,Tracy,,West Town,41.88995,-87.66096,Private room,44,1,121,2019-09-16,1.44,6,354
726376,"Spacious Studio, Amazing Location!",2658212,James,,Lake View,41.93932,-87.65218,Entire home/apt,85,2,593,2019-09-11,7.05,5,85
727847,Palmer Treehouse - Bedroom 2,62150,K.Anne,,Logan Square,41.92255,-87.70293,Private room,60,2,71,2019-08-18,0.85,3,359
731232,Logan Square-Chicago Prime Location-Longer Stays,3804977,Paul And Nancy,,Logan Square,41.92669,-87.699,Entire home/apt,90,2,127,2019-09-07,1.51,1,227
739495,Lovely 2 bedroom in Lincoln Square ,3867687,Janet,,Lincoln Square,41.97847,-87.68087,Entire home/apt,99,4,171,2019-07-28,2.27,1,228
753809,LUXURY LOOP w/Balcony GYM & SPA by Millennium Park,3965428,Rob,,Loop,41.88624,-87.61566,Entire home/apt,94,31,13,2015-08-15,0.16,75,365
764856,Stunning Downtown Artist Loft (West Loop),2619611,Andrew,,Near West Side,41.88722,-87.64993,Entire home/apt,159,2,212,2019-09-08,2.55,2,144
773127,Comfy Room & Bike in Roscoe Village,4009750,Matt,,North Center,41.94994,-87.682,Private room,84,2,128,2017-06-04,1.53,2,0
780336,Private Room + Dreamy Vibes + Vibrant Neighborhood,2343614,Daniela,,West Town,41.89854,-87.67447,Private room,70,2,186,2019-09-08,2.39,2,166
783359,Modern Boystown/Wrigleyville 1 BDRM,4129040,Michael,,Lake View,41.94884,-87.64905,Entire home/apt,103,2,11,2018-01-01,0.23,1,0
789429,Guest bedroom with private bath,1185573,Graz Anton,,Uptown,41.96193,-87.66238,Private room,99,365,0,,,3,365
789670,Spacious space in Bucktown 10 min. from the loop,4161186,Christine,,Logan Square,41.91661,-87.67159,Private room,225,1,0,,,1,325
789867,Beautiful Private Room Near CTA With Free Parking,2782694,Cameron & Emily,,Uptown,41.96437,-87.67398,Private room,20,2,194,2019-09-08,2.49,1,79
790016,Italian style in elegant apartment,1185573,Graz Anton,,Uptown,41.96046,-87.66346,Entire home/apt,299,365,16,2013-08-18,0.19,3,365
790934,04. Pullout sofa bed in common room,2907254,Joe,,West Ridge,42.01562,-87.68818,Shared room,70,1,138,2019-09-15,1.66,16,90
810974,Charming Rogers Park Bedroom Near Loyola Univ,4264577,Sondra,,Rogers Park,42.00184,-87.66951,Private room,50,2,104,2019-09-09,2.21,1,335
818109,"Cool Calm Uk Village, Awesome location + House",3908,Layne,,West Town,41.89513,-87.674,Entire home/apt,78,14,13,2019-08-14,0.16,3,112
824518,"Cozy, Beautiful & Vintage Drenched",2655877,Bret,,West Town,41.90213,-87.67598,Entire home/apt,95,28,87,2019-04-03,1.08,1,264
834943,Lincoln Square 2 Bedroom Condo - Welles Park View,4367266,Christopher,,Lincoln Square,41.96164,-87.68334,Entire home/apt,90,3,43,2019-09-02,2.22,1,178
863120,Cozy Private Room in a unique Chicago Penthouse,4525503,Nejla Yatkin And Enki,,Lincoln Park,41.9217,-87.65959,Private room,85,2,91,2019-09-15,1.21,1,256
872247,Modern one bedroom apartment,3217184,Priti,,Lower West Side,41.85939,-87.65271,Entire home/apt,125,3,162,2019-09-01,2.08,2,151
873628,"River West, Grand Blue Line Stop",4611613,Russ,,West Town,41.89397,-87.64975,Private room,150,3,85,2019-09-16,1.10,1,162
903996,Private Entrance/Steam Room Ensuite,4019426,Colleen,,Logan Square,41.92649,-87.7138,Private room,110,2,138,2019-09-16,1.81,1,334
909096,Super Roof Deck and Pop Art Inspirations to Make You Smile,4069585,Liz,,Humboldt Park,41.91105,-87.70927,Entire home/apt,400,1,192,2019-07-14,2.39,14,352
929914,Charming apartment in Old Town,5007980,Lynn,,Lincoln Park,41.91316,-87.63813,Entire home/apt,115,2,289,2019-09-19,3.67,1,313
931105,Modern Guest Bedroom Room in Designers House,5015135,Samantha,,East Garfield Park,41.88449,-87.69659,Private room,75,3,23,2018-11-02,0.30,1,351
949514,Modern Loft-Style Pad in Wicker!,5148353,Steven,,West Town,41.90677,-87.66788,Private room,75,3,125,2019-09-01,1.57,1,0
960326,Stay in a Designer Penthouse with Art Gallery,5228189,Matthew,,West Town,41.89505,-87.65449,Entire home/apt,302,1,239,2019-09-12,3.11,5,141
979841,"Huge Victorian near Loyola, Lake #1",5076708,Lois And Eduardo,,Rogers Park,42.00498,-87.66712,Private room,69,2,196,2019-09-14,2.50,4,334
979926,"Huge Victorian near Loyola, Lake #2",5076708,Lois And Eduardo,,Rogers Park,42.00623,-87.66794,Private room,59,2,231,2019-09-15,2.98,4,325
979942,"Huge Victorian near Loyola, Lake #3",5076708,Lois And Eduardo,,Rogers Park,42.00426,-87.66693,Private room,59,2,223,2019-09-17,2.84,4,334
983640,Huge Victorian near Loyola 2bd Apt,5076708,Lois And Eduardo,,Rogers Park,42.00381,-87.67082,Entire home/apt,159,2,166,2019-09-01,2.16,4,323
1016539,Family-Friendly 3-Bedroom Apartment,718347,Laura & Jeremy,,West Town,41.90659,-87.69538,Entire home/apt,119,1,272,2019-09-08,3.49,3,347
1020810,Beautiful Condo in Chicago,3843347,Andrea,,Near North Side,41.8943,-87.62609,Entire home/apt,100,30,28,2019-08-31,0.36,3,295
1027405,Chicago Women's Residence/ Paris Rm,5654677,Urban Art,,North Lawndale,41.85432,-87.70769,Private room,45,2,6,2016-07-31,0.12,4,2
1027463,Chicago Women's ResidenceFlorenceRm,5654677,Urban Art,,North Lawndale,41.85423,-87.70784,Private room,45,2,8,2019-09-15,0.16,4,85
1027741,Chicago Women's Residence Midler Rm,5654677,Urban Art,,North Lawndale,41.85455,-87.70768,Private room,45,2,17,2019-09-16,1.31,4,84
1032943,"4 rms/6 beds, 2.5 baths, Lake Michigan & McCormick",5684259,Marva,,Oakland,41.81996,-87.59978,Entire home/apt,240,2,192,2019-09-08,2.50,4,215
1056430,Charming space in Boystown/Lakeview,5830215,Albert And Antonio,,Lake View,41.94376,-87.65164,Private room,79,2,313,2019-09-18,3.99,1,348
1080532,Mid-Century mdn twnhs in Lakview,1838943,Sunnie/Randolph,,Lake View,41.93396,-87.64108,Entire home/apt,114,6,26,2019-09-09,0.35,2,233
1083987,MODERN LOFT Downtown FREE Pool/HotTub/Gym KING BED,3965428,Rob,,Near South Side,41.85278,-87.62453,Entire home/apt,85,30,20,2017-10-15,0.26,75,312
1096191,Studio at the Lake,6023157,Nataliya,,Uptown,41.97349,-87.65334,Entire home/apt,85,5,42,2019-08-06,0.54,1,173
1101457,Tiny House Camper in the City,6050945,Seamus,,Austin,41.89044,-87.7714,Entire home/apt,58,1,63,2019-08-05,1.13,2,173
1101458,Private Suite in Historic District,6050945,Seamus,,Austin,41.88655,-87.77086,Private room,55,1,189,2019-09-17,2.45,2,335
1113259,Private room in a cozy city condo,6109924,Nicole,,Rogers Park,42.01761,-87.67987,Private room,55,1,108,2019-09-08,1.39,1,347
1127661,Art House in Hip Logan Square,2371848,Jason & Jennifer,,Logan Square,41.91791,-87.70933,Private room,59,2,223,2019-09-14,2.91,1,17
1129741,Large modern apartment near CTA,4778146,Mila,,East Garfield Park,41.88282,-87.72026,Entire home/apt,80,7,0,,,1,0
1138252,Gorgeous Lincoln Park walk up,4955989,Melissa,,Lake View,41.9375,-87.65017,Entire home/apt,375,13,5,2018-01-21,0.13,1,364
1138514,Great 1B Steps from Beach :),6245550,E.,,Rogers Park,42.00527,-87.66405,Entire home/apt,59,14,24,2018-08-03,0.33,1,282
1141045,"Posh Flat, Close to Downtown (No 2)",3230291,David,,Lake View,41.94665,-87.65517,Private room,54,2,345,2019-09-16,4.47,4,28
1171860,"Lincoln Park Studio, Great Value!",2658212,James,,Lincoln Park,41.92628,-87.64026,Entire home/apt,50,2,498,2019-09-17,6.58,5,110
1183249,"Boystown Studio, Outstanding Value!",2658212,James,,Lake View,41.9395,-87.64483,Entire home/apt,79,2,471,2019-09-10,6.14,5,111
1185749,3 Bedroom Charming Vintage Hideaway,1664593,Matt & Christy,,Near West Side,41.87086,-87.68305,Entire home/apt,99,3,298,2019-09-11,3.88,1,103
1195259,Wicker Park - Garden At The Heart of It All,2899484,Jason,,West Town,41.91095,-87.67783,Entire home/apt,135,4,173,2019-07-22,2.25,2,353
1217096,Designer Flat / Perfect Location,3230291,David,,Lake View,41.94674,-87.64924,Private room,95,2,317,2019-09-17,4.16,4,19
1229238,Two story family home,6705392,Mario,,Portage Park,41.94735,-87.75762,Entire home/apt,250,1,89,2019-09-08,1.41,2,340
1229267,Single/room share,6705392,Mario,,Portage Park,41.94556,-87.75419,Private room,40,1,10,2019-06-23,0.16,2,351
1249397,Spacious 3BD Home in Ravenswood,6808293,Jon,,Lincoln Square,41.97009,-87.67423,Entire home/apt,130,1,10,2017-08-17,0.13,2,92
1278457,Jumbo 4br in the Wicker/Ukranian,370619,Drew,,West Town,41.90439,-87.68212,Entire home/apt,300,4,22,2018-01-04,0.31,2,358
1291440,Urban Oasis--Wicker Park2 Vintage,906713,Stephanie,,West Town,41.90143,-87.67836,Private room,75,2,164,2019-08-04,2.18,2,48
1296053,Private Rm nr Lake & McCormick Ctr,5684259,Marva,,Oakland,41.82147,-87.60086,Private room,75,1,27,2018-10-06,0.36,4,45
1296218,Private Rm2 nr Lake & McCormick Pl,5684259,Marva,,Oakland,41.82184,-87.60129,Private room,75,1,23,2019-07-30,0.30,4,45
1304049,Private room near UIC Medical Dist.,7089017,Sharon,,Near West Side,41.8719,-87.68486,Private room,100,1,100,2019-09-10,1.36,1,352
1321332,Lincoln Park Single Family Home,946954,Jeff,,Lincoln Park,41.92913,-87.66921,Entire home/apt,500,2,66,2019-09-02,0.91,1,0
1325769,Historic Walk-Up; Safe Area & Close to EVERYTHING,7195599,Kelly,,Lincoln Park,41.91355,-87.63675,Private room,198,1,23,2019-06-30,0.31,1,75
1333431,2 BR suite w/ 3 beds near McCormick/Lake Michigan,5684259,Marva,,Oakland,41.82179,-87.59986,Private room,200,1,6,2017-08-06,0.10,4,215
1356190,Logan Square Vintage Deluxe Suite,3069675,Gabrielle,,Logan Square,41.92083,-87.68896,Private room,90,1,265,2019-09-13,3.62,1,319
1361421,Wrigley Hostel - Queen Bed Room,7391164,Wrigley Hostel,,Lake View,41.94633,-87.65506,Hotel room,80,1,18,2019-04-07,0.26,7,104
1369384,Private bed & bath w/garage parking,7385510,Anna,,Irving Park,41.95564,-87.71154,Private room,60,2,125,2018-11-25,1.67,1,263
1392594,"Bright open house, garden & deck",7528098,Eileen,,Uptown,41.96952,-87.67239,Entire home/apt,168,3,24,2019-09-16,0.32,1,125
1398616,"Designers' Apt Near Loop, McCormick",1540192,Michael And Jackie,,Bridgeport,41.83812,-87.65231,Private room,49,1,249,2019-04-08,3.31,1,0
1427950,Mid Century Modern Hideaway,1222412,Elizabeth,,Edgewater,41.98496,-87.66806,Entire home/apt,120,3,75,2019-06-25,1.39,1,52
1428024,Cozy room in Charming Apartment,4509503,Jessica,,West Town,41.91079,-87.68746,Entire home/apt,48,3,82,2018-07-17,1.13,1,0
1428589,Field Museum Experience at Ellis Place,2465946,Becky & John,,Oakland,41.82781,-87.60523,Private room,50,1,268,2019-08-25,3.59,4,347
1461451,02b. Twin bed in Coed Space,2907254,Joe,,West Ridge,42.0159,-87.68827,Shared room,25,1,143,2019-09-08,1.91,16,64
1468342,Quaint Serenity in Bronzeville,4081052,Suzetta,,Grand Boulevard,41.81266,-87.61586,Private room,65,2,117,2019-08-18,1.57,1,349
